@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'xmlns declaration example aqnameqqnameb xmlnsabca example xmlnsabcb xmlnsc xmlnsabca example xmlnsaabcb xmlnsaabca ',negative
'convert element values amp quot line separator should escaped ',negative
'will point the character after octal digits ',negative
'create xml processor that aware xml schema specified param schemauris uri link which point xml schema ',negative
'return the original uri ',negative
'just print error message ',negative
'title ',negative
'ignore the exception and return the original uri ',negative
'assume the class not available ',negative
'just return the default ',negative
'not insert line break there only whitespace after comma ',negative
'this just marker interface ',negative
'this case happens when the ide brought with the editor already open ',negative
'for archive uri check for the path the archive ',negative
'continue processing the file doesnt exist that try create new empty one ',negative
'set lexical handler ',negative
'didnt find the path the usual place nor the archive ',negative
'the loop resolves the cross references visiting them ',negative
'they dont have the same class they cant equal ',negative
'this may called directly eobject for the case containment ',negative
'assume that its not available ',negative
'preload ',negative
'new methods ',negative
'listen title changes ',negative
'listchangeimpl ',negative
'wrap the current input zip stream and record for loopbased recursion ',negative
'return ',negative
'changepackage ',negative
'the generic type different wildcard doesnt match ',negative
'turn the password into aes key ',negative
'public string return ',negative
'process documentation info and create eenumliteral for each line ',negative
'eannotation ',negative
'create new replaced entry and continue processing the remaining archives ',negative
'getlistentryclear ',negative
'subclasses must override this function ',negative
'return ',negative
'return minimumcapacity ',negative
'return evirtualvalues ',negative
'nonjavadoc see javautilmap ',negative
'continue and return null ',negative
'changepackageimpl ',negative
'ignore exceptions ',negative
'changefactoryimpl ',negative
'ensure that cached epackage forgotten ',negative
'eannotationimpl ',negative
'listchange ',negative
'the attribute set record its old value ',negative
'force this initialized well ',negative
'ignore the exception since will throw one when all else fails ',negative
'ecorevalidator ',negative
'didnt detach from old resource already detach from the old containers resource ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'eoperation ',negative
'create page for the parent tree view ',negative
'check make sure that every object the collection has ancestor that contained this mapping ',negative
'generate the key ',negative
'record them generic streams record state during the loop that emulates recursion ',negative
'can open input stream then the path there and have good url ',negative
'continue and try close ',negative
'beginuserdoc the badapter factoryb for the model provides adapter codecreatexxxcode method for each class the model enduserdoc see generated ',negative
'nonjavadoc see ',negative
'decrypt the key bytes ',negative
'now create the encryption cipher ',negative
'nonjavadoc see javautilcollection ',negative
'read the header the encrypted file ',negative
'beginuserdoc the badapter factoryb for the model provides adapter codecreatexxxcode method for each class the model enduserdoc see generated ',negative
'add leading hanging comments the previous node hence only comments immediately preceding the node will the range for removal ',negative
'just make copy the base spec empty ',negative
'generate the for encryption ',negative
'see ',negative
'this the key will use encrypt the data ',negative
'beginuserdoc the badapter factoryb for the model provides adapter codecreatexxxcode method for each class the model enduserdoc see generated ',negative
'create title bar ',negative
'nonjavadoc see ',negative
'now create the decrypt cipher ',negative
'only this once ',negative
'havent yet generated key just use this one ',negative
'eclipsedependbegin ',negative
'nonjavadoc see ',negative
'ignore the bound the value too big ',negative
'eclipsedependend ',negative
'see ',negative
'nonjavadoc see javalangstring ',negative
'invoke generator adapters for each object ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'ignore isnt class not being class diagnosed for the generic type itself ',negative
'ensure that the class loader for this class will used downstream ',negative
'two slashes means may have authority but definitely means were either matching netpath abspath these two productions are ambiguous that every netpath except those containing ipvreference abspath rfc resolves this ambiguity applying greedy left most matching rule try matching netpath first and that fails dont have authority then attempt match abspath netpath authority abspath abspath pathsegments ',negative
'dont bother complaining about things with name since there are constraints for that problem ',negative
'nonjavadoc see boolean ',negative
'ecoreswitch ',negative
'document root can have multiple attributes because there can multiple global element attribute declarations type and these will the the complex types that reference them they arent really the the document root ',negative
'for performance skip matching all the features the first super type ',negative
'action bar ',negative
'note that the copied tree should not modified wrapped astjfield the copied tree will have source ranges for all nodes the source file hence the get methods the new astjfield will not return the right contents ',negative
'checks whether the string contains any more segments after the one that starts position ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'get this point need resolve relative path rfc ',negative
'create the key from the key bytes ',negative
'beginuserdoc the badapter factoryb for the model provides adapter codecreatexxxcode method for each class the model enduserdoc see generated ',negative
'list feature int from int elist feature ',negative
'this must have fewer segments than the prefix since the prefix not the root absolute path its last segment empty all others must match ',negative
'create new field and replace all original contents ',negative
'fill value byte fill value byte fill value byte ',negative
'this hierarchical uri reference and prefix prefix returns the portion the path remaining after that prefix has been trimmed null otherwise ',negative
'encodes complete uri optionally leaving characters unescaped when beginning valid threecharacter escape sequence can either treat the first fragment separator encode them all ',negative
'returns the character encoded followed the two given hex digits which always xff less can safely casted byte either character not hex digit bogus result will returned ',negative
'check for scheme rfc found scheme means absolute uri were done ',negative
'the scheme specific part opaque can contain and uricnoslash wasnt modified rfc which ive interpreted error the spec since the production should equivalent uric and uric contains and mrglavas ',negative
'returns the shortest relative path between the the nonrelative path the given base and this absolute path the base has path treated the root absolute path ',negative
'validates all the uri components factory methods should call this before using the constructor though they must ensure that the intercomponent requirements described their own javadocs are all satisfied themselves new uri being constructed out existing uri this need not called instead just the new components may validated individually ',negative
'there match the types are different and they dont each specify the same nonnull instance class name ',negative
'interpret part the name ',negative
'the string must contain inappropriate whitespace find the index for the first difference ',negative
'when used generic super type there must classifier that refers class ',negative
'dont complain about the literals they are the same the names and the names collide ',negative
'encodingmap convenience class which handles conversions between iana encoding names and java encoding names and vice versa the encoding names used xml instance documents strongmuststrong the iana encoding names specified one the aliases for those names which iana defines table border width width aligncenterbcommon nameb width aligncenterbuse this name xml filesb width aligncenterbname typeb width aligncenterbxerces converts this java encoder nameb width bit unicodetd width aligncenterutf width aligncenteriana width aligncenterutf widthiso latin width aligncenteriso width aligncentermime width aligncenteriso widthiso latin width aligncenteriso width aligncentermime width aligncenteriso widthiso latin width aligncenteriso width aligncentermime width aligncenteriso widthiso latin width aligncenteriso width aligncentermime width aligncenteriso widthiso latin cyrillictd width aligncenteriso width aligncentermime width aligncenteriso widthiso latin arabictd width aligncenteriso width aligncentermime width aligncenteriso widthiso latin greektd width aligncenteriso width aligncentermime width aligncenteriso widthiso latin hebrewtd width aligncenteriso width aligncentermime width aligncenteriso widthiso latin width aligncenteriso width aligncentermime width aligncenteriso widthebcdic ustd width width aligncenteriana width aligncentercp widthebcdic canadatd width width aligncenteriana width aligncentercp widthebcdic netherlandstd width width aligncenteriana width aligncentercp widthebcdic denmarktd width width aligncenteriana width aligncentercp widthebcdic norwaytd width width aligncenteriana width aligncentercp widthebcdic finlandtd width width aligncenteriana width aligncentercp widthebcdic swedentd width width aligncenteriana width aligncentercp widthebcdic italytd width width aligncenteriana width aligncentercp widthebcdic spain latin americatd width width aligncenteriana width aligncentercp widthebcdic great britaintd width width aligncenteriana width aligncentercp widthebcdic francetd width width aligncenteriana width aligncentercp widthebcdic arabictd width width aligncenteriana width aligncentercp widthebcdic hebrewtd width width aligncenteriana width aligncentercp widthebcdic switzerlandtd width width aligncenteriana width aligncentercp widthebcdic roecetd width width aligncenteriana width aligncentercp widthebcdic yugoslaviatd width width aligncenteriana width aligncentercp widthebcdic icelandtd width width aligncenteriana width aligncentercp widthebcdic urdutd width width aligncenteriana width aligncentercp widthchinese for prc mixed bytetd width aligncentergb width aligncentermime width aligncentergb widthextended unix code packed for japanesetd width aligncentereucjp width aligncentermime width aligncentereucjis widthjapanese isojptd width aligncenterisojp width aligncentermime width aligncenterjis widthjapanese shift jistd width aligncentershiftjis width aligncentermime width aligncentersjis widthchinese bigtd width aligncenterbig width aligncentermime width aligncenterbig widthextended unix code packed for koreantd width aligncentereuckr width aligncentermime width aligncenterisokr widthcyrillictd width aligncenterkoir width aligncentermime width aligncenterkoir table author tamura kent ibm author andy clark ibm ',negative
'cant have both classifier and type parameter ',negative
'add userinfo characters ',negative
'the type parameter must scope and must not forward reference ',negative
'ignore trailing whitespace ',negative
'incorrect number type arguments ',negative
'have arguments when they are allowed only warning ',negative
'cant have both upper and lower bound ',negative
'nonjavadoc see javalangstring ',negative
'wildcards are only allowed type arguments ',negative
'nonjavadoc see javalangstring javalangstring ',negative
'cant have type arguments unless there classifier ',negative
'cant have classifier type parameter well bounds ',negative
'can only have bounds when used type argument ',negative
'removeadd the action bar from the view avoid having empty action bar participating the views layout calculation and maybe causing empty bar appear ',negative
'mappingpackage epackage ',negative
'test their relationship either via them both being classes ',negative
'when the pane any child gains focus notify the workbench ',negative
'the are the same then bounded properly ',negative
'namespace context ',negative
'this for the topdown feature ',negative
'the arguments type parameters lower bounds and upper bounds must equal type arguments ',negative
'set the substitutions any type parameters this class has with respect the type arguments for them ',negative
'ignore leading whitespace ',negative
'determine there bounding generic super type ',negative
'there upper bound the bound must bound ',negative
'create new array ',negative
'test there are type parameters that might require substitution ',negative
'new declaration will not have fragments until performsplit called ',negative
'there type parameter one its bounds must bounded the bound ',negative
'add leading comments ',negative
'the generic type wildcard cant bounded another wildcard ',negative
'failing all those cases there must lower bound that bounds ',negative
'there lower bound the type argument must bound ',negative
'starting traverse file and build unit tree and table info ',negative
'one null but the other not then they cant equal ',negative
'they both arent null ',negative
'create and details buttons ',negative
'they are the same classifier they are course equal ',negative
'one null but the other not then they are not equal ',negative
'they are the same instance they are equal ',negative
'through the commands the list ',negative
'index should ',negative
'define class loader that looks classes using the urls the parent class loader and failing those tries look the class each bundle the running jvm ',negative
'ecoreadapterfactory ',negative
'add the keyvalue pairs the output string ',negative
'public list sublistint from int return from ',negative
'for the extended meta data created ',negative
'reverse the test ',negative
'iterate over the mappings the tree ',negative
'entrycursor ',negative
'dont cache this one will cause leaks because dynamic demand created document roots and demand created eclasses ',negative
'beginuserdoc the badapter factoryb for the model provides adapter codecreatexxxcode method for each class the model enduserdoc see generated ',negative
'reset text edits since this node processed successfully there need revert these changes ',negative
'eenumimpl overrides this nothing the only case that special when more specific instance abstractenumerator generatedreused ',negative
'this forces the feature ids assigned ',negative
'interprets escaped characters within the string according java literal rules with two exceptions unescaped does not terminate the string and not followed octal digit taken literally not error ',negative
'can use for eobjects and enumliterals ',negative
'standalone base valid uri according spec ',negative
'this needed for internal bootstrapping egenerictypes default value for erawtype its simply not available before ecore constructed make available and then patch whats missing ',negative
'replace some arguments another field names constants ',negative
'public ',negative
'continue with the unresolved uri ',negative
'all implementations java should support aes ',negative
'for enum constants insert line break after the comma there anything after the comma ',negative
'nonnls nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'insert new line the end previous constant ',negative
'needed comment out comma the previous enum constant ',negative
'make sure that see only digits and dot separators that any dot separator preceded and followed digit and that find dots rfc amended rfc replacing the definition ipvaddress with the one defined rfc mrglavas ipvaddress digit digit digit digit one three digits must each segment ',negative
'create map public static final field initializers fields ',negative
'this should the same the logic ',negative
'query starts with and fragment end ',negative
'there comment with start position rangestartpos ',negative
'prepare for createchild item addition removal nonnls nonnls ',negative
'iterate over the owner list twice first matching objects from the collection identity then matching objects value equality equals the positions matched objects the owner list are recorded and the objects are stored the same order the lists are then merged form final inorder list objects and corresponding indices ownerlist this very important for undo interpret the indices correctly also this yields exactly one object removed for each object the collection with preference given identity over value equality ',negative
'the next line leaves objectsbeforeapply with all the objects that were added during the last recording ',negative
'closing the detail area ',negative
'define gradient blue widget background color ',negative
'lastcursor prepared ',negative
'callers that plan use this name without appending suffix should call fsafenamefgetname make sure its not keyword this safe guaranteed uncapitalized form the name the safe name and cast eobject necessary ',negative
'create the editing domain with special command stack ',negative
'validate now since the call make after will skip validating ',negative
'count the objects that will removed the objects are exchanged produce this lists order ',negative
'for field declarations use variable declaration fragments instead ',negative
'convert only public static final fields ',negative
'the container class must null for the open content features the document root ensure that they are looked the actual eclass rather than assumed feature with feature relative the actual class otherwise its good have this optimization ',negative
'the pluginproperties isnt within the root the archive create new uri for the folder location the archive can look the folder that contains ',negative
'dont create iterator stack until the root mapping itself has been returned next once after that the stack should nonempty and the top iterator should yield true for hasnext ',negative
'for demand created created packages allow the list classifiers grow this should handle those additional instances ',negative
'ensure that this touch notification resource arent marked dirty ',negative
'new ',negative
'public list feature int from int return null ',negative
'undo the preparation for next and continue ',negative
'cant create one too bad ',negative
'simpler implementation that sets the range any node the node and all preceding comments public sourcerange node sourcerange range new nodegetlength range getpreviousnodenode false range return range ',negative
'handle the last byte the end ',negative
'create jnode and set properties ',negative
'the first object null the second object must null ',negative
'suppress default constructor for noninstantiability private ecoreutil ',negative
'list thelist new javautilarraylist protected list delegatelist return thelist ',negative
'method created increase the performance regular expressions reducing the length the string that matched ',negative
'failure resolve ignored ',negative
'depending the action and the current state well toggle the state for unset need turn off its and for set need turn its off ',negative
'skip the dummy null object and test again ',negative
'are the special resource set iterator and there isnt really next object this point ',negative
'finds the next occurrence one the characters the set represented the given bitmask the given string beginning index the index the first found character slength there none returned before searching limited the range slength ',negative
'then eobject must that previous match ',negative
'create move commands for all the objects the collection ',negative
'know the first object isnt null the second one cant equal ',negative
'some character classes defined rfc bnf for uri these are bit bitmasks stored two longs where the nth bit set iff the ascii character with value included the set these are created with the highbitmask and lowbitmask methods defined below and character tested against them using matches ',negative
'eobject and eobject are the same instance ',negative
'look for the first nonxmi element ',negative
'check all the values ',negative
'assume from now that they match ',negative
'match them and return true ',negative
'they dont have the same size the feature maps arent equal ',negative
'value used suppress visibility ',negative
'the values must java equal ',negative
'this feature map ',negative
'the first value null the second value must null ',negative
'neither eobject nor eobject have been compared yet ',negative
'since the first value isnt null the second one they arent equal ',negative
'resource form the uri relative that resource ',negative
'there reason they arent equals ',negative
'compare entries order ',negative
'the values arent java equal the feature maps arent equal ',negative
'equalityhelper ',negative
'clockseqhi ',negative
'the node identifier already network byte order there need any byte order reversing ',negative
'set the most significant bit the first octet distinguish from ieee node addresses ',negative
'its proxy use that ',negative
'just woke ',negative
'wait that the clock can catch and the time adjustment wont overflow ',negative
'timehi ',negative
'timemid ',negative
'ignore cant freeze ',negative
'this case can only happen are reset mark and weve got lots xmlns attributes write ',negative
'throws saxexception ',negative
'this the cheapest and most common case ',negative
'fall through ',negative
'there temporary file ',negative
'systemerrprintlnadd newstring ',negative
'deresolve all the uri against the current base uri ',negative
'javadoc copied from interface ',negative
'external schema locations should only processed once the subsequent parse there need process those again ',negative
'emofisreadonly ecorechangeable ',negative
'saxxmihandler ',negative
'ecorechangeable emofisreadonly ',negative
'ignore whatever was set before ',negative
'start length ',negative
'try resolve the proxy locally ',negative
'are pessimistic then need undo all the commands that have executed far ',negative
'and find the one that holds this proxy ',negative
'implement entityresolver methods ',negative
'implement dtdhandler methods ',negative
'overwrite defaulthandler methods ',negative
'the resolved object doesnt contain reference the proxy holder should ',negative
'wont need process this again later ',negative
'compute the holder the proxy ',negative
'move the resolved object the right place remove the proxy and were done ',negative
'eatm temporary for debug purposes only ',negative
'the proxy needs replaced way that updates both ends the reference ',negative
'implement lexicalhandler methods ',negative
'least set the references that were able resolve any ',negative
'wont need process this again later ',negative
'set deferred extent the document root create definitely will not added the resource ',negative
'eatm demand create metadata ',negative
'check for simple feature ',negative
'process the new root object any ',negative
'remove the document roots information from the top the stacks ',negative
'are specified process these ones well ',negative
'place the time into the byte array network byte order ',negative
'timelow ',negative
'the command executable record and execute ',negative
'the new root object the actual new object since all sign the document root will now have disappeared ',negative
'handle namespaces ',negative
'this check redundant see handlefeature method ',negative
'ignore whitespace only text entry the beginning ',negative
'try get generalcontent feature use pattern thats not possible any other way ',negative
'this handles the case substitution group ',negative
'this for the case for local unqualified element that has been bound ',negative
'use null here instead because attribute without prefix considered have the null target namespace ',negative
'this only works for old globally registered things ',negative
'ignore cant find since well fail anyway ',negative
'extend the array necessary ',negative
'ignore since expect this fail because early termination and there some other kind failure then well simply not able match the content type ',negative
'entry entry new entryeobject containingfeature return ',negative
'index writing point index processing point ',negative
'class attributesproxy ',negative
'use the pool retrieve the parser ',negative
'traverse element node ',negative
'record duplicate declaration for given prefix ',negative
'release parser back the pool ',negative
'record namespaces scope ',negative
'dont read encoding rely xml parser provide one via locator ',negative
'create simple any type wrapper for the attribute value and use that with the ereference ',negative
'true seen xmlns declaration ',negative
'systemid ',negative
'xmlload ',negative
'saxxmlhandler ',negative
'are substituting eattribute for ereference ',negative
'once see lookup element the null namespace should behave there has been explicit xmlns ',negative
'there really must package ',negative
'for any content prefix uri mapping could namespace context ',negative
'sort and eliminate duplicates caused having both regular package and demanded package for the same nsuri ',negative
'recording first declaration for given prefix ',negative
'make sure that the list will appear set empty ',negative
'record default declaration duplicate seen qname seen xmlns ',negative
'since xmlns default declaration remove emptyuri mapping ',negative
'push context ',negative
'resize array needed ',negative
'find uri current context ',negative
'bind prefix uri current context ',negative
'prefix not found ',negative
'set parser features and properties ',negative
'uri not found ',negative
'caching turned the user ',negative
'dom serialization ',negative
'look for matching element the specified packages there are any ',negative
'look for substitution group feature the classifiers containing package ',negative
'set serialization options ',negative
'xmihandler ',negative
'look for substitution group feature the additional packages ',negative
'process the super types thats been specified ',negative
'entities arent supported for dom ',negative
'there field then cant this ',negative
'valueoutputpos ',negative
'process xml attributes ',negative
'since the cycle detected checking hit this again after many iterations well call this method recursively case started with something that wasnt part cycle but later traversed cycle ',negative
'this root element ',negative
'for performance reasons savenil and saveelement are not used ',negative
'process xml elements ',negative
'every codepoint supported ',negative
'normal bmp unicode code point see know for fact that the encoding supports ',negative
'will use xmiextension element for these ',negative
'ownedproperty ',negative
'first try see this packages implementation class has einstance ',negative
'back and add all the xmlns stuff ',negative
'the helper part assumes that the summary likely based the helper and will change when the helper set ',negative
'create dummy documentelement ',negative
'avoid function call ',negative
'write doctype ',negative
'convert line separator ',negative
'assume the class isnt available ',negative
'systemerrprintlndo sorting thisrangeslength ',negative
'boolean not ',negative
'register default options ',negative
'property property ',negative
'eannotations denoting specific emof elements are serialized their emof elements other eannotations are serialized xmiextensions ',negative
'xmiid xmixmi xmitype xmiversion xmlnsxmi ',negative
'tokenclosure ',negative
'xmlnamespacefactory ',negative
'convert the target node compatible node ',negative
'xmltypepackage ',negative
'simpleanytype ',negative
'retnext null ',negative
'dont create anything ',negative
'xmltypefactoryimpl ',negative
'not validate load check validity using diagnostician ',negative
'xmltypepackageimpl ',negative
'other escaped character ',negative
'index ',negative
'documentrootimpl ',negative
'skips characters between and line end ',negative
'skips white space ',negative
'switch anchor type ',negative
'matchendmatchend ',negative
'fixedstring search ',negative
'internal use only the always matches line beginnings ',negative
'optimization against the first character ',negative
'with firstcharmatching thisfirstchar ',negative
'case ret break ',negative
'for closure question ',negative
'opchar ',negative
'performs escape encoding the given string that can represented using byte characters any characters higher than xff are replaced with escape the form uxxxx where xxxx the fourdigit hex representation the unicode code point ',negative
'thisfixedstring ',negative
'this pattern has fixed string which length more than one ',negative
'modifierop ',negative
'public mes thismes ',negative
'unionop ',negative
'legacy word characters ',negative
'range nrange ',negative
'not overlapped src sub res reuse sub ',negative
'bbff ',negative
'this the page for the table viewer ',negative
'entry thisrangeslength tokrangeslength ',negative
'overlapped src src src src src ',negative
'src sub res reuse srcres ',negative
'start end ',negative
'src sub res reuse sub ',negative
'not overlapped src src ',negative
'for union ',negative
'src src res reuse the rest src ',negative
'src src res reuse src ',negative
'not overlapped src sub ',negative
'sxf ',negative
'for union ',negative
'count all the bits the bit patterns this one the sequence bit patterns ',negative
'character class thischardata has one character that say pair surrogates composed and stored thischardata ',negative
'load the resource through the editing domain this will create context and associate with the resource set ',negative
'handle category escape ',negative
'thissetlocalelocale ',negative
'skips ',negative
'through down ',negative
'the one object the resources extent should the root object ',negative
'conditional thisoffsets points the next ',negative
'options ',negative
'tok thisparsefactor ',negative
'parses yesnopatterns ',negative
'thisoffset points the next ',negative
'parses condition ',negative
'modifiers ',negative
'such ',negative
'minmax ',negative
'separate fields with empty line ',negative
'thisoffset next ',negative
'save the resource the file system ',negative
'set the value the previously allocated index and return the previous value there ',negative
'bbf ',negative
'there cached result return expect that the package set proxy the code override will have cleared this value ',negative
'really ',negative
'turn the package into proxy ensure that the child classifiers clear their cached container ',negative
'not shorthands here ',negative
'not bug ',negative
'update the workbenchs knowledge the files contents ',negative
'dff ',negative
'can not optimize ',negative
'infinity ',negative
'when this returns minus value ',negative
'blocknames unicode that supported xml schema rec ',negative
'this the page for the table tree viewer ',negative
'skip theres equality filter and the values arent equal ',negative
'the methods were matched process that doesnt consider the parameters ',negative
'bff ',negative
'look for the annotation with the matching source ',negative
'cant find the class dont want this class loader but instead want the last result that was able load the class ',negative
'dont push method annotations into redirected methods ',negative
'create resource for this file ',negative
'this just notifies those things that are affected the section ',negative
'ccff ',negative
'ccf ',negative
'ensures that this editor will only display the pages tab area there are more than one page ',negative
'eeff ',negative
'ddff ',negative
'eef ',negative
'ffff ',negative
'aff ',negative
'acf ',negative
'ffff ',negative
'eeff ',negative
'eeff ',negative
'search the local scope for resolution the type parameter name ',negative
'create the source and target jcompilationunit ',negative
'set the instance type name instead since that will also set the instance class name but this way will make undo restore the current instance type name correctly ',negative
'aff ',negative
'you can only add type arguments there are type parameters not yet used ',negative
'only you are contained generic type can you have bounds and only there classifier type parameter and that case the lower bound returned only thats the one thats set ',negative
'apply changes using astrewrite ',negative
'dont use the normal reference copying for eopposite ',negative
'write signature that will obviously corrupt the binary contents end being utf encoded altered line feed carriage return changes ',negative
'the list empty need add all the objects otherwise the reference bidirectional and the list least partially populated ',negative
'input stream cant created ensure that the resource still considered loaded after the failure and all the same processing wed actually were able create valid input stream ',negative
'apply additional edits like replacing commenting out nodes ',negative
'ffdf ',negative
'build list the keys ',negative
'the extent processing that should have been done for the root but was actualljy done for the document root ',negative
'abf ',negative
'replace existing insertedit this position case when previous node ends the same position that current node starts ',negative
'aff ',negative
'fefffeff ',negative
'acda ',negative
'reserve place insert xmlns declarations after know what they all are ',negative
'fefef ',negative
'aacf ',negative
'efff ',negative
'fefef ',negative
'create and try add dummy edit find the replaceedit this should faster than lookup since underneath addchild binary search used ',negative
'ffaff ',negative
'efff ',negative
'fefef ',negative
'fbfbf ',negative
'ffaf ',negative
'ddff ',negative
'ddff ',negative
'eef ',negative
'for all characters ',negative
'were creating child under object feature map the selection will the feature map entry want replace with the model object ',negative
'missing private use add manually ',negative
'exit this loop ',negative
'assignedmc ',negative
'add the list and remove from the other list ',negative
'doing this just makes focus the default control not the control that last has focus supersetfocus ',negative
'commands should operate the values not their wrappers the commands values needed unwrapped well back get new commandparameter ',negative
'synchronized null ',negative
'subraction ',negative
'hangulmedial and hangulfinal extras ',negative
'this concat and new child concat ',negative
'basechar ',negative
'replace previous token string ',negative
'previous and tok ',negative
'crriage return ',negative
'backsolidus ',negative
'line feed ',negative
'not shorthands ',negative
'the last position the group ',negative
'here ',negative
'singlerange ',negative
'return actucal char ',negative
'horizontal tabulation ',negative
'recursion ',negative
'found this fromto token skips ',negative
'add the binding the provided hash table ',negative
'create the copy ',negative
'didnt find authority need back attempt match against abspath next ',negative
'check found resolution for ',negative
'otherwise recursively call ourselves substitute context necessary ',negative
'unassigned ',negative
'add back the array indices there are any ',negative
'one pad cqpad ',negative
'just import the name use directly ',negative
'build table values ',negative
'fefefe ',negative
'check the host valid ipvreference ',negative
'aaff ',negative
'load the model and its not one already considered local version the workspace process its genpackages ',negative
'check they are pad characters two pad cpadpad last bits should zero ',negative
'iviewpart view getviewpart ',negative
'dont already have try get the source early cant give feedback its not available yet this platformdependent ',negative
'adding new aliases proposed ',negative
'form integral number bit groups ',negative
'this implementation was changed not introduce multi line content ',negative
'should divisible four ',negative
'remove white spaces ',negative
'add support for and its friends ',negative
'this came from trial and error yielding decent results all platforms should consistent with activate ',negative
'count characters thats not whitespace ',negative
'pad cql ',negative
'proposed addition see above for details ',negative
'format validation this class encodesdecodes hexadecimal data author jeffrey rodriguez ',negative
'give couldnt create the command otherwise use set the actions text tooltip icon etc just use the default icon ',negative
'null ',negative
'add ascii letters ',negative
'presence the host whether valid empty means doubleslashes which means generic uri ',negative
'add ascii digits and ascii hex numbers ',negative
'rfc added and reserved characters ',negative
'revisit jcns euctw isocn isocnext ',negative
'class encodingmap ',negative
'public static methods ',negative
'set rewriter the new node ',negative
'add path characters ',negative
'add scheme characters ',negative
'add reserved characters ',negative
'add mark characters ',negative
'just use null ',negative
'authority will everything path query fragment ',negative
'find insertion point from returned result insertion point commentindex the index the first element with end position rangeendpos ',negative
'get all but the last segment the base uri path ',negative
'check for absolute path rfc ',negative
'assume min ',negative
'userinfo everything ',negative
'remove all where complete path segment ',negative
'through down ',negative
'append the relative uri path ',negative
'port ',negative
'remove path ends with complete path segment ',negative
'host everything last and including followed ',negative
'userinfo can contain alphanumerics mark characters escaped and ',negative
'check the host well formed ',negative
'check that userinfo well formed exists ',negative
'points ',negative
'scan path abspath pathsegments relpath relsegment abspath ',negative
'scan opaque part opaquepart uricnoslash uric ',negative
'fragment starts with ',negative
'check that that there are more than three digits this segment ',negative
'hostname domainlabel toplabel domainlabel alphanum alphanum alphanum alphanum toplabel alpha alpha alphanum alphanum ',negative
'constants ',negative
'rfc labels must characters less ',negative
'domain labels can contain alphanumerics and but must start and end with alphanumeric ',negative
'registry based authority ',negative
'check string potential match for ipvreference ',negative
'fill value byte ',negative
'check that this segment not greater than ',negative
'address must contain bits information ',negative
'fill value byte ',negative
'scan hex sequence before possible ipv address ',negative
'msggeteventtype msggetfeature msggetoldvalue msggetnewvalue msggetposition ',negative
'trailing zeros will fill out the rest the address ',negative
'scan hex sequence after ',negative
'this could ',negative
'which ascii characters need escaped ',negative
'there can most hex digits per group ',negative
'encoding happened create new string otherwise return the orginal one ',negative
'paint over the selected padding spaces with the background colour gtk the whole item not just the text selected dont this ',negative
'for each character the anyuri ',negative
'fill value byte fill value byte ',negative
'fill value byte fill value byte fill value byte ',negative
'fill value byte ',negative
'fill value byte fill value byte ',negative
'fill value byte fill value byte ',negative
'msggeteventtype msggetoldvalue msggetnewvalue msggetposition ',negative
'mappingpackage epackage ',negative
'fill value byte ',negative
'fill value byte ',negative
'fill value byte ',negative
'for ecore something that explicitly extends need exclude eobject which already handled the default case ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'fill value byte fill value byte ',negative
'assume that the rootextendsclass already implements ',negative
'fill value byte ',negative
'there needs another url protocol right after the archive protocol and not ',negative
'fill value byte ',negative
'fill value byte ',negative
'fill value byte ',negative
'there anything else but comma after constant insert line break ',negative
'fill value byte ',negative
'when object controlled the only change will the new resources contents must refresh the whole viewer hit the objects label ',negative
'fill value byte fill value byte fill value byte ',negative
'since enum constants are separated commas they should always have the default range can not extend their range reduce ',negative
'fill value byte ',negative
'fill value byte fill value byte ',negative
'msggeteventtype msggetoldvalue msggetnewvalue msggetposition ',negative
'msggeteventtype msggetoldvalue msggetnewvalue msggetposition ',negative
'stop the next item will out the event bounds the event bounds values are also misaligned gtk ',negative
'check given node should use the default range node removed extended range surrounding nodes removed ',negative
'fill value byte fill value byte fill value byte ',negative
'msggeteventtype msggetfeature msggetoldvalue msggetnewvalue msggetposition ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'fill value byte ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'fill value byte fill value byte ',negative
'fill value byte fill value byte ',negative
'fill value byte ',negative
'fill value byte fill value byte ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'fill value byte fill value byte fill value byte ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'fill value byte fill value byte ',negative
'fill value byte ',negative
'directly the right entry the zip file get the stream and wrap that closing closes the zip file ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'build list wrapped children from the appropriate adapters ',negative
'parse attributevalue ',negative
'fill value byte fill value byte ',negative
'msggeteventtype msggetfeature msggetoldvalue msggetnewvalue msggetposition ',negative
'this entry isnt the end marker and isnt the matching one that are replacing ',negative
'fill value byte fill value byte fill value byte ',negative
